link_id,tmc,time,speed
"79, 125, 34, 100",110N04150,06:45,67.5
"79, 125, 34, 100",110N04150,07:00,67.1
"79, 125, 34, 100",110N04150,07:15,67.1
"79, 125, 34, 100",110N04150,07:30,66.2
"79, 125, 34, 100",110N04150,07:45,65.6
"79, 125, 34, 100",110N04150,08:00,63.4
"79, 125, 34, 100",110N04150,08:15,67.1
"79, 125, 34, 100",110N04150,08:30,65.7
"79, 125, 34, 100",110N04150,08:45,67.8
"79, 125, 34, 100",110N04150,09:00,66.5
"79, 125, 34, 100",110N04150,09:15,66.4
"79, 125, 34, 100",110N04150,09:30,65.7
"79, 125, 34, 100",110N04150,09:45,59.3
"79, 125, 34, 100",110N04150,10:00,22.5
"79, 125, 34, 100",110N04150,10:15,16.7
"79, 125, 34, 100",110N04150,10:30,19.6
"79, 125, 34, 100",110N04150,10:45,14.7
"79, 125, 34, 100",110N04150,11:00,16.0
"79, 125, 34, 100",110N04150,11:15,20.6
"79, 125, 34, 100",110N04150,11:30,20.4
"79, 125, 34, 100",110N04150,11:45,22.3
"79, 125, 34, 100",110N04150,12:00,20.9
"79, 125, 34, 100",110N04150,12:15,19.9
"79, 125, 34, 100",110N04150,12:30,19.5
"79, 125, 34, 100",110N04150,12:45,20.0
"79, 125, 34, 100",110N04150,13:00,21.5
"79, 125, 34, 100",110N04150,13:15,25.9
"79, 125, 34, 100",110N04150,13:30,27.7
"79, 125, 34, 100",110N04150,13:45,29.9
"79, 125, 34, 100",110N04150,14:00,41.8
"79, 125, 34, 100",110N04150,14:15,36.4
"79, 125, 34, 100",110N04150,14:30,57.9
"79, 125, 34, 100",110N04150,14:45,59.4
"79, 125, 34, 100",110N04150,15:00,62.3
"79, 125, 34, 100",110N04150,15:15,58.2
"79, 125, 34, 100",110N04150,15:30,58.3
"79, 125, 34, 100",110N04150,15:45,57.0
"79, 125, 34, 100",110N04150,16:00,59.3
"79, 125, 34, 100",110N04150,16:15,58.7
"79, 125, 34, 100",110N04150,16:30,58.4
"79, 125, 34, 100",110N04150,16:45,56.5
"79, 125, 34, 100",110N04150,17:00,57.2
"79, 125, 34, 100",110N04150,17:15,57.7
"79, 125, 34, 100",110N04150,17:30,51.9
"79, 125, 34, 100",110N04150,17:45,57.0
"79, 125, 34, 100",110N04150,18:00,60.7
"79, 125, 34, 100",110N04150,18:15,58.3
"79, 125, 34, 100",110N04150,18:30,56.1
"79, 125, 34, 100",110N04150,18:45,57.5
"79, 125, 34, 100",110N04150,19:00,63.1
"79, 125, 34, 100",110N04150,19:15,63.8
"79, 125, 34, 100",110N04150,19:30,62.7
"79, 125, 34, 100",110N04150,19:45,64.6
"79, 125, 34, 100",110N04150,20:00,65.0
"79, 125, 34, 100",110N04150,20:15,64.3
"79, 125, 34, 100",110N04150,20:30,63.9
"79, 125, 34, 100",110N04150,20:45,63.1
"79, 125, 34, 100",110N04150,21:00,65.4
"79, 125, 34, 100",110N04150,21:15,65.1
"79, 125, 34, 100",110N04150,21:30,64.3
"79, 125, 34, 100",110N04150,21:45,56.9
"79, 125, 34, 100",110N04150,22:00,34.9
"79, 125, 34, 100",110N04150,22:15,20.2
"79, 125, 34, 100",110N04150,22:30,17.5
"79, 125, 34, 100",110N04150,22:45,18.3
"79, 125, 34, 100",110N04150,23:00,18.3
"79, 125, 34, 100",110N04150,23:15,18.5
"79, 125, 34, 100",110N04150,23:30,17.4
"79, 125, 34, 100",110N04150,23:45,18.2
"73, 130, 38",110N04151,00:00,66.0
"73, 130, 38",110N04151,00:15,67.1
"73, 130, 38",110N04151,00:30,64.9
"73, 130, 38",110N04151,00:45,68.1
"73, 130, 38",110N04151,01:00,66.8
"73, 130, 38",110N04151,01:15,64.2
"73, 130, 38",110N04151,01:30,69.0
"73, 130, 38",110N04151,01:45,68.9
"73, 130, 38",110N04151,02:00,65.9
"73, 130, 38",110N04151,02:15,63.9
"73, 130, 38",110N04151,02:30,67.1
"73, 130, 38",110N04151,02:45,66.3
"73, 130, 38",110N04151,03:00,63.8
"73, 130, 38",110N04151,03:15,61.9
"73, 130, 38",110N04151,03:30,65.9
"73, 130, 38",110N04151,03:45,64.1
"73, 130, 38",110N04151,04:00,64.5
"73, 130, 38",110N04151,04:15,66.9
"73, 130, 38",110N04151,04:30,64.3
"73, 130, 38",110N04151,04:45,67.7
"73, 130, 38",110N04151,05:00,66.5
"73, 130, 38",110N04151,05:15,67.9
"73, 130, 38",110N04151,05:30,69.0
"73, 130, 38",110N04151,05:45,66.9
"73, 130, 38",110N04151,06:00,66.7
"73, 130, 38",110N04151,06:15,68.5
"73, 130, 38",110N04151,06:30,66.6
"73, 130, 38",110N04151,06:45,67.5
"73, 130, 38",110N04151,07:00,67.1
"73, 130, 38",110N04151,07:15,67.2
"73, 130, 38",110N04151,07:30,65.1
"73, 130, 38",110N04151,07:45,63.3
"73, 130, 38",110N04151,08:00,63.9
"73, 130, 38",110N04151,08:15,62.9
"73, 130, 38",110N04151,08:30,65.3
"73, 130, 38",110N04151,08:45,65.7
"73, 130, 38",110N04151,09:00,64.2
"73, 130, 38",110N04151,09:15,65.2
"73, 130, 38",110N04151,09:30,65.9
"73, 130, 38",110N04151,09:45,64.1
"73, 130, 38",110N04151,10:00,55.8
"73, 130, 38",110N04151,10:15,24.5
"73, 130, 38",110N04151,10:30,18.7
"73, 130, 38",110N04151,10:45,16.2
"73, 130, 38",110N04151,11:00,23.4
"73, 130, 38",110N04151,11:15,27.1
"73, 130, 38",110N04151,11:30,25.3
"73, 130, 38",110N04151,11:45,21.7
"73, 130, 38",110N04151,12:00,24.1
"73, 130, 38",110N04151,12:15,27.9
"73, 130, 38",110N04151,12:30,37.5
"73, 130, 38",110N04151,12:45,42.0
"73, 130, 38",110N04151,13:00,48.1
"73, 130, 38",110N04151,13:15,56.7
"73, 130, 38",110N04151,13:30,60.4
"73, 130, 38",110N04151,13:45,59.9
"73, 130, 38",110N04151,14:00,62.4
"73, 130, 38",110N04151,14:15,60.5
"73, 130, 38",110N04151,14:30,52.9
"73, 130, 38",110N04151,14:45,58.3
"73, 130, 38",110N04151,15:00,58.3
"73, 130, 38",110N04151,15:15,48.4
"73, 130, 38",110N04151,15:30,38.2
"73, 130, 38",110N04151,15:45,39.7
"73, 130, 38",110N04151,16:00,37.1
"73, 130, 38",110N04151,16:15,42.1
"73, 130, 38",110N04151,16:30,48.7
"73, 130, 38",110N04151,16:45,39.3
"73, 130, 38",110N04151,17:00,42.1
"73, 130, 38",110N04151,17:15,30.5
"73, 130, 38",110N04151,17:30,39.3
"73, 130, 38",110N04151,17:45,56.6
"73, 130, 38",110N04151,18:00,58.9
"73, 130, 38",110N04151,18:15,54.8
"73, 130, 38",110N04151,18:30,59.1
"73, 130, 38",110N04151,18:45,50.7
"73, 130, 38",110N04151,19:00,55.5
"73, 130, 38",110N04151,19:15,62.0
"73, 130, 38",110N04151,19:30,65.7
"73, 130, 38",110N04151,19:45,65.3
"73, 130, 38",110N04151,20:00,63.7
"73, 130, 38",110N04151,20:15,64.4
"73, 130, 38",110N04151,20:30,58.3
"73, 130, 38",110N04151,20:45,62.6
"73, 130, 38",110N04151,21:00,63.0
"73, 130, 38",110N04151,21:15,60.4
"73, 130, 38",110N04151,21:30,31.9
"73, 130, 38",110N04151,21:45,26.1
"73, 130, 38",110N04151,22:00,17.5
"73, 130, 38",110N04151,22:15,8.8
"73, 130, 38",110N04151,22:30,7.6
"73, 130, 38",110N04151,22:45,7.8
"73, 130, 38",110N04151,23:00,8.2
"73, 130, 38",110N04151,23:15,12.5
"73, 130, 38",110N04151,23:30,13.7
"73, 130, 38",110N04151,23:45,18.2
"40, 71",110N04152,00:00,67.3
"40, 71",110N04152,00:15,68.5
"40, 71",110N04152,00:30,68.1
"40, 71",110N04152,00:45,68.1
"40, 71",110N04152,01:00,68.0
"40, 71",110N04152,01:15,66.2
"40, 71",110N04152,01:30,68.8
"40, 71",110N04152,01:45,70.5
"40, 71",110N04152,02:00,67.0
"40, 71",110N04152,02:15,64.6
"40, 71",110N04152,02:30,70.7
"40, 71",110N04152,02:45,66.8
"40, 71",110N04152,03:00,67.3
"40, 71",110N04152,03:15,66.5
"40, 71",110N04152,03:30,67.5
"40, 71",110N04152,03:45,67.1
"40, 71",110N04152,04:00,67.2
"40, 71",110N04152,04:15,67.5
"40, 71",110N04152,04:30,68.2
"40, 71",110N04152,04:45,68.5
"40, 71",110N04152,05:00,67.3
"40, 71",110N04152,05:15,68.5
"40, 71",110N04152,05:30,67.2
"40, 71",110N04152,05:45,69.2
"40, 71",110N04152,06:00,64.6
"40, 71",110N04152,06:15,67.9
"40, 71",110N04152,06:30,66.5
"40, 71",110N04152,06:45,68.1
"40, 71",110N04152,07:00,66.3
"40, 71",110N04152,07:15,66.0
"40, 71",110N04152,07:30,61.6
"40, 71",110N04152,07:45,63.8
"40, 71",110N04152,08:00,64.7
"40, 71",110N04152,08:15,63.5
"40, 71",110N04152,08:30,65.2
"40, 71",110N04152,08:45,66.1
"40, 71",110N04152,09:00,67.3
"40, 71",110N04152,09:15,64.8
"40, 71",110N04152,09:30,65.4
"40, 71",110N04152,09:45,62.6
"40, 71",110N04152,10:00,65.1
"40, 71",110N04152,10:15,64.2
"40, 71",110N04152,10:30,35.9
"40, 71",110N04152,10:45,18.9
"40, 71",110N04152,11:00,15.8
"40, 71",110N04152,11:15,25.5
"40, 71",110N04152,11:30,55.0
"40, 71",110N04152,11:45,64.3
"40, 71",110N04152,12:00,62.1
"40, 71",110N04152,12:15,61.1
"40, 71",110N04152,12:30,62.1
"40, 71",110N04152,12:45,65.5
"40, 71",110N04152,13:00,64.8
"40, 71",110N04152,13:15,65.9
"40, 71",110N04152,13:30,63.2
"40, 71",110N04152,13:45,60.7
"40, 71",110N04152,14:00,63.0
"40, 71",110N04152,14:15,61.3
"40, 71",110N04152,14:30,55.9
"40, 71",110N04152,14:45,49.6
"40, 71",110N04152,15:00,26.4
"40, 71",110N04152,15:15,24.9
"40, 71",110N04152,15:30,25.1
"40, 71",110N04152,15:45,24.0
"40, 71",110N04152,16:00,26.8
"40, 71",110N04152,16:15,21.5
"40, 71",110N04152,16:30,22.9
"40, 71",110N04152,16:45,20.9
"40, 71",110N04152,17:00,22.1
"40, 71",110N04152,17:15,22.6
"40, 71",110N04152,17:30,52.1
"40, 71",110N04152,17:45,57.4
"40, 71",110N04152,18:00,59.5
"40, 71",110N04152,18:15,31.7
"40, 71",110N04152,18:30,23.9
"40, 71",110N04152,18:45,21.8
"40, 71",110N04152,19:00,19.4
"40, 71",110N04152,19:15,40.5
"40, 71",110N04152,19:30,65.8
"40, 71",110N04152,19:45,61.3
"40, 71",110N04152,20:00,63.3
"40, 71",110N04152,20:15,61.9
"40, 71",110N04152,20:30,58.7
"40, 71",110N04152,20:45,62.5
"40, 71",110N04152,21:00,63.6
"40, 71",110N04152,21:15,65.3
"40, 71",110N04152,21:30,66.3
"40, 71",110N04152,21:45,63.6
"40, 71",110N04152,22:00,63.1
"40, 71",110N04152,22:15,66.5
"40, 71",110N04152,22:30,67.5
"40, 71",110N04152,22:45,64.1
"40, 71",110N04152,23:00,65.8
"40, 71",110N04152,23:15,62.8
"40, 71",110N04152,23:30,64.7
"40, 71",110N04152,23:45,65.0
20,110N04660,00:00,73.0
20,110N04660,00:15,69.7
20,110N04660,00:30,68.0
20,110N04660,00:45,67.9
20,110N04660,01:00,71.7
20,110N04660,01:15,73.0
20,110N04660,01:30,73.0
20,110N04660,01:45,73.0
20,110N04660,02:00,73.0
20,110N04660,02:15,73.0
20,110N04660,02:30,73.0
20,110N04660,02:45,73.0
20,110N04660,03:00,73.0
20,110N04660,03:15,73.0
20,110N04660,03:30,65.7
20,110N04660,03:45,63.7
20,110N04660,04:00,66.1
20,110N04660,04:15,73.0
20,110N04660,04:30,73.0
20,110N04660,04:45,73.0
20,110N04660,05:00,61.7
20,110N04660,05:15,60.7
20,110N04660,05:30,63.1
20,110N04660,05:45,68.0
20,110N04660,06:00,67.0
20,110N04660,06:15,69.8
20,110N04660,06:30,69.9
20,110N04660,06:45,69.0
20,110N04660,07:00,68.1
20,110N04660,07:15,69.7
20,110N04660,07:30,68.1
20,110N04660,07:45,67.1
20,110N04660,08:00,63.5
20,110N04660,08:15,66.5
20,110N04660,08:30,66.3
20,110N04660,08:45,67.0
20,110N04660,09:00,67.0
20,110N04660,09:15,65.1
20,110N04660,09:30,67.8
20,110N04660,09:45,36.1
20,110N04660,10:00,32.3
20,110N04660,10:15,22.1
20,110N04660,10:30,21.1
20,110N04660,10:45,20.1
20,110N04660,11:00,55.3
20,110N04660,11:15,65.6
20,110N04660,11:30,67.3
20,110N04660,11:45,64.1
20,110N04660,12:00,64.6
20,110N04660,12:15,68.7
20,110N04660,12:30,69.7
20,110N04660,12:45,70.0
20,110N04660,13:00,69.9
20,110N04660,13:15,69.9
20,110N04660,13:30,70.9
20,110N04660,13:45,70.3
20,110N04660,14:00,70.9
20,110N04660,14:15,70.1
20,110N04660,14:30,72.7
20,110N04660,14:45,69.9
20,110N04660,15:00,70.2
20,110N04660,15:15,72.2
20,110N04660,15:30,70.6
20,110N04660,15:45,70.7
20,110N04660,16:00,71.0
20,110N04660,16:15,69.8
20,110N04660,16:30,70.1
20,110N04660,16:45,70.7
20,110N04660,17:00,70.1
20,110N04660,17:15,67.0
20,110N04660,17:30,70.7
20,110N04660,17:45,70.5
20,110N04660,18:00,69.7
20,110N04660,18:15,70.7
20,110N04660,18:30,71.6
20,110N04660,18:45,73.1
20,110N04660,19:00,71.9
20,110N04660,19:15,71.0
20,110N04660,19:30,70.9
20,110N04660,19:45,70.9
20,110N04660,20:00,72.3
20,110N04660,20:15,73.1
20,110N04660,20:30,74.8
20,110N04660,20:45,72.3
20,110N04660,21:00,70.1
20,110N04660,21:15,71.9
20,110N04660,21:30,69.1
20,110N04660,21:45,68.7
20,110N04660,22:00,71.1
20,110N04660,22:15,70.7
20,110N04660,22:30,72.3
20,110N04660,22:45,70.5
20,110N04660,23:00,68.3
20,110N04660,23:15,67.2
20,110N04660,23:30,69.7
20,110N04660,23:45,71.1
83,110N04661,00:00,74.0
83,110N04661,00:15,74.0
83,110N04661,00:30,74.0
83,110N04661,00:45,74.0
83,110N04661,01:00,74.0
83,110N04661,01:15,74.0
83,110N04661,01:30,74.0
83,110N04661,01:45,74.0
83,110N04661,02:00,74.0
83,110N04661,02:15,74.0
83,110N04661,02:30,74.0
83,110N04661,02:45,74.0
83,110N04661,03:00,74.0
83,110N04661,03:15,74.0
83,110N04661,03:30,74.0
83,110N04661,03:45,74.0
83,110N04661,04:00,74.0
83,110N04661,04:15,74.0
83,110N04661,04:30,74.0
83,110N04661,04:45,74.0
83,110N04661,05:00,62.3
83,110N04661,05:15,60.0
83,110N04661,05:30,63.0
83,110N04661,05:45,69.0
83,110N04661,06:00,69.0
83,110N04661,06:15,69.0
83,110N04661,06:30,69.0
83,110N04661,06:45,69.0
83,110N04661,07:00,72.0
83,110N04661,07:15,72.0
83,110N04661,07:30,72.0
83,110N04661,07:45,72.0
83,110N04661,08:00,73.0
83,110N04661,08:15,73.0
83,110N04661,08:30,73.0
83,110N04661,08:45,73.0
83,110N04661,09:00,70.0
83,110N04661,09:15,70.0
83,110N04661,09:30,70.0
83,110N04661,09:45,70.0
83,110N04661,10:00,69.0
83,110N04661,10:15,69.0
83,110N04661,10:30,69.0
83,110N04661,10:45,69.1
83,110N04661,11:00,70.3
83,110N04661,11:15,71.3
83,110N04661,11:30,68.0
83,110N04661,11:45,72.8
83,110N04661,12:00,71.3
83,110N04661,12:15,71.7
83,110N04661,12:30,71.3
83,110N04661,12:45,70.4
83,110N04661,13:00,70.3
83,110N04661,13:15,70.0
83,110N04661,13:30,71.6
83,110N04661,13:45,71.5
83,110N04661,14:00,72.2
83,110N04661,14:15,70.3
83,110N04661,14:30,71.7
83,110N04661,14:45,70.8
83,110N04661,15:00,69.3
83,110N04661,15:15,70.5
83,110N04661,15:30,70.5
83,110N04661,15:45,70.3
83,110N04661,16:00,69.9
83,110N04661,16:15,69.2
83,110N04661,16:30,70.8
83,110N04661,16:45,70.2
83,110N04661,17:00,70.3
83,110N04661,17:15,67.7
83,110N04661,17:30,71.5
83,110N04661,17:45,71.0
83,110N04661,18:00,70.0
83,110N04661,18:15,71.9
83,110N04661,18:30,73.2
83,110N04661,18:45,73.2
83,110N04661,19:00,73.0
83,110N04661,19:15,71.7
83,110N04661,19:30,72.5
83,110N04661,19:45,72.7
83,110N04661,20:00,72.9
83,110N04661,20:15,73.5
83,110N04661,20:30,73.6
83,110N04661,20:45,68.3
83,110N04661,21:00,69.1
83,110N04661,21:15,72.3
83,110N04661,21:30,68.6
83,110N04661,21:45,66.7
83,110N04661,22:00,72.4
83,110N04661,22:15,69.8
83,110N04661,22:30,71.7
83,110N04661,22:45,66.3
83,110N04661,23:00,63.5
83,110N04661,23:15,61.9
83,110N04661,23:30,63.1
83,110N04661,23:45,65.7
"47, 115, 62",110N04662,00:00,70.0
"47, 115, 62",110N04662,00:15,70.0
"47, 115, 62",110N04662,00:30,70.0
"47, 115, 62",110N04662,00:45,70.0
"47, 115, 62",110N04662,01:00,70.0
"47, 115, 62",110N04662,01:15,70.0
"47, 115, 62",110N04662,01:30,70.0
"47, 115, 62",110N04662,01:45,70.0
"47, 115, 62",110N04662,02:00,70.0
"47, 115, 62",110N04662,02:15,70.0
"47, 115, 62",110N04662,02:30,70.0
"47, 115, 62",110N04662,02:45,70.0
"47, 115, 62",110N04662,03:00,70.0
"47, 115, 62",110N04662,03:15,70.0
"47, 115, 62",110N04662,03:30,70.0
"47, 115, 62",110N04662,03:45,70.0
"47, 115, 62",110N04662,04:00,70.0
"47, 115, 62",110N04662,04:15,70.0
"47, 115, 62",110N04662,04:30,70.0
"47, 115, 62",110N04662,04:45,68.4
"47, 115, 62",110N04662,05:00,67.7
"47, 115, 62",110N04662,05:15,67.0
"47, 115, 62",110N04662,05:30,66.1
"47, 115, 62",110N04662,05:45,66.9
"47, 115, 62",110N04662,06:00,68.1
"47, 115, 62",110N04662,06:15,67.1
"47, 115, 62",110N04662,06:30,66.3
"47, 115, 62",110N04662,06:45,65.0
"47, 115, 62",110N04662,07:00,64.0
"47, 115, 62",110N04662,07:15,64.0
"47, 115, 62",110N04662,07:30,64.0
"47, 115, 62",110N04662,07:45,64.9
"47, 115, 62",110N04662,08:00,65.0
"47, 115, 62",110N04662,08:15,65.0
"47, 115, 62",110N04662,08:30,66.0
"47, 115, 62",110N04662,08:45,66.0
"47, 115, 62",110N04662,09:00,66.0
"47, 115, 62",110N04662,09:15,66.0
"47, 115, 62",110N04662,09:30,66.0
"47, 115, 62",110N04662,09:45,66.0
"47, 115, 62",110N04662,10:00,67.0
"47, 115, 62",110N04662,10:15,67.0
"47, 115, 62",110N04662,10:30,67.0
"47, 115, 62",110N04662,10:45,67.3
"47, 115, 62",110N04662,11:00,70.7
"47, 115, 62",110N04662,11:15,71.2
"47, 115, 62",110N04662,11:30,70.1
"47, 115, 62",110N04662,11:45,71.7
"47, 115, 62",110N04662,12:00,70.6
"47, 115, 62",110N04662,12:15,71.0
"47, 115, 62",110N04662,12:30,70.9
"47, 115, 62",110N04662,12:45,69.7
"47, 115, 62",110N04662,13:00,69.7
"47, 115, 62",110N04662,13:15,69.8
"47, 115, 62",110N04662,13:30,70.9
"47, 115, 62",110N04662,13:45,71.7
"47, 115, 62",110N04662,14:00,70.3
"47, 115, 62",110N04662,14:15,69.8
"47, 115, 62",110N04662,14:30,71.0
"47, 115, 62",110N04662,14:45,68.6
"47, 115, 62",110N04662,15:00,68.5
"47, 115, 62",110N04662,15:15,68.4
"47, 115, 62",110N04662,15:30,69.6
"47, 115, 62",110N04662,15:45,68.9
"47, 115, 62",110N04662,16:00,66.8
"47, 115, 62",110N04662,16:15,68.5
"47, 115, 62",110N04662,16:30,68.7
"47, 115, 62",110N04662,16:45,68.2
"47, 115, 62",110N04662,17:00,67.7
"47, 115, 62",110N04662,17:15,66.9
"47, 115, 62",110N04662,17:30,68.5
"47, 115, 62",110N04662,17:45,67.9
"47, 115, 62",110N04662,18:00,69.7
"47, 115, 62",110N04662,18:15,70.1
"47, 115, 62",110N04662,18:30,69.3
"47, 115, 62",110N04662,18:45,70.9
"47, 115, 62",110N04662,19:00,70.7
"47, 115, 62",110N04662,19:15,68.5
"47, 115, 62",110N04662,19:30,72.3
"47, 115, 62",110N04662,19:45,71.3
"47, 115, 62",110N04662,20:00,71.8
"47, 115, 62",110N04662,20:15,71.8
"47, 115, 62",110N04662,20:30,71.1
"47, 115, 62",110N04662,20:45,66.9
"47, 115, 62",110N04662,21:00,69.9
"47, 115, 62",110N04662,21:15,69.8
"47, 115, 62",110N04662,21:30,65.5
"47, 115, 62",110N04662,21:45,67.6
"47, 115, 62",110N04662,22:00,72.0
"47, 115, 62",110N04662,22:15,70.1
"47, 115, 62",110N04662,22:30,71.5
"47, 115, 62",110N04662,22:45,69.3
"47, 115, 62",110N04662,23:00,67.4
"47, 115, 62",110N04662,23:15,66.1
"47, 115, 62",110N04662,23:30,68.6
"47, 115, 62",110N04662,23:45,71.5
"86, 107, 46",110N04663,00:00,71.0
"86, 107, 46",110N04663,00:15,71.0
"86, 107, 46",110N04663,00:30,71.0
"86, 107, 46",110N04663,00:45,71.0
"86, 107, 46",110N04663,01:00,71.0
"86, 107, 46",110N04663,01:15,71.0
"86, 107, 46",110N04663,01:30,71.0
"86, 107, 46",110N04663,01:45,71.0
"86, 107, 46",110N04663,02:00,71.0
"86, 107, 46",110N04663,02:15,71.0
"86, 107, 46",110N04663,02:30,71.0
"86, 107, 46",110N04663,02:45,71.0
"86, 107, 46",110N04663,03:00,71.0
"86, 107, 46",110N04663,03:15,71.0
"86, 107, 46",110N04663,03:30,71.0
"86, 107, 46",110N04663,03:45,71.0
"86, 107, 46",110N04663,04:00,71.0
"86, 107, 46",110N04663,04:15,71.0
"86, 107, 46",110N04663,04:30,71.0
"86, 107, 46",110N04663,04:45,69.4
"86, 107, 46",110N04663,05:00,68.3
"86, 107, 46",110N04663,05:15,58.7
"86, 107, 46",110N04663,05:30,59.4
"86, 107, 46",110N04663,05:45,62.0
"86, 107, 46",110N04663,06:00,65.0
"86, 107, 46",110N04663,06:15,65.0
"86, 107, 46",110N04663,06:30,65.0
"86, 107, 46",110N04663,06:45,65.0
"86, 107, 46",110N04663,07:00,63.2
"86, 107, 46",110N04663,07:15,64.1
"86, 107, 46",110N04663,07:30,57.3
"86, 107, 46",110N04663,07:45,65.1
"86, 107, 46",110N04663,08:00,63.8
"86, 107, 46",110N04663,08:15,52.9
"86, 107, 46",110N04663,08:30,52.0
"86, 107, 46",110N04663,08:45,57.4
"86, 107, 46",110N04663,09:00,58.9
"86, 107, 46",110N04663,09:15,52.6
"86, 107, 46",110N04663,09:30,54.2
"86, 107, 46",110N04663,09:45,57.0
"86, 107, 46",110N04663,10:00,57.0
"86, 107, 46",110N04663,10:15,57.0
"86, 107, 46",110N04663,10:30,51.1
"86, 107, 46",110N04663,10:45,37.1
"86, 107, 46",110N04663,11:00,65.6
"86, 107, 46",110N04663,11:15,70.6
"86, 107, 46",110N04663,11:30,70.4
"86, 107, 46",110N04663,11:45,71.9
"86, 107, 46",110N04663,12:00,70.2
"86, 107, 46",110N04663,12:15,70.8
"86, 107, 46",110N04663,12:30,71.3
"86, 107, 46",110N04663,12:45,70.2
"86, 107, 46",110N04663,13:00,69.8
"86, 107, 46",110N04663,13:15,70.9
"86, 107, 46",110N04663,13:30,71.9
"86, 107, 46",110N04663,13:45,70.7
"86, 107, 46",110N04663,14:00,70.7
"86, 107, 46",110N04663,14:15,70.9
"86, 107, 46",110N04663,14:30,70.1
"86, 107, 46",110N04663,14:45,69.6
"86, 107, 46",110N04663,15:00,67.1
"86, 107, 46",110N04663,15:15,69.3
"86, 107, 46",110N04663,15:30,69.7
"86, 107, 46",110N04663,15:45,69.3
"86, 107, 46",110N04663,16:00,67.6
"86, 107, 46",110N04663,16:15,69.3
"86, 107, 46",110N04663,16:30,69.5
"86, 107, 46",110N04663,16:45,69.0
"86, 107, 46",110N04663,17:00,68.0
"86, 107, 46",110N04663,17:15,69.1
"86, 107, 46",110N04663,17:30,70.0
"86, 107, 46",110N04663,17:45,68.9
"86, 107, 46",110N04663,18:00,70.9
"86, 107, 46",110N04663,18:15,70.9
"86, 107, 46",110N04663,18:30,72.1
"86, 107, 46",110N04663,18:45,71.9
"86, 107, 46",110N04663,19:00,70.2
"86, 107, 46",110N04663,19:15,69.5
"86, 107, 46",110N04663,19:30,71.9
"86, 107, 46",110N04663,19:45,70.5
"86, 107, 46",110N04663,20:00,70.5
"86, 107, 46",110N04663,20:15,72.5
"86, 107, 46",110N04663,20:30,71.5
"86, 107, 46",110N04663,20:45,68.3
"86, 107, 46",110N04663,21:00,69.3
"86, 107, 46",110N04663,21:15,68.3
"86, 107, 46",110N04663,21:30,63.9
"86, 107, 46",110N04663,21:45,69.3
"86, 107, 46",110N04663,22:00,72.6
"86, 107, 46",110N04663,22:15,71.4
"86, 107, 46",110N04663,22:30,71.3
"86, 107, 46",110N04663,22:45,68.3
"86, 107, 46",110N04663,23:00,70.9
"86, 107, 46",110N04663,23:15,67.5
"86, 107, 46",110N04663,23:30,70.4
"86, 107, 46",110N04663,23:45,71.0
49,110P04149,00:00,69.9
49,110P04149,00:15,67.9
49,110P04149,00:30,66.8
49,110P04149,00:45,68.9
49,110P04149,01:00,66.4
49,110P04149,01:15,66.5
49,110P04149,01:30,66.7
49,110P04149,01:45,68.2
49,110P04149,02:00,64.4
49,110P04149,02:15,70.8
49,110P04149,02:30,69.6
49,110P04149,02:45,69.9
49,110P04149,03:00,68.9
49,110P04149,03:15,70.9
49,110P04149,03:30,72.4
49,110P04149,03:45,70.7
49,110P04149,04:00,67.7
49,110P04149,04:15,72.1
49,110P04149,04:30,69.9
49,110P04149,04:45,71.3
49,110P04149,05:00,69.2
49,110P04149,05:15,68.4
49,110P04149,05:30,67.8
49,110P04149,05:45,65.0
49,110P04149,06:00,67.1
49,110P04149,06:15,67.4
49,110P04149,06:30,70.0
49,110P04149,06:45,69.0
49,110P04149,07:00,69.3
49,110P04149,07:15,67.6
49,110P04149,07:30,69.2
49,110P04149,07:45,67.6
49,110P04149,08:00,68.7
49,110P04149,08:15,68.0
49,110P04149,08:30,69.3
49,110P04149,08:45,67.9
49,110P04149,09:00,69.3
49,110P04149,09:15,66.9
49,110P04149,09:30,69.1
49,110P04149,09:45,66.7
49,110P04149,10:00,70.0
49,110P04149,10:15,65.4
49,110P04149,10:30,55.5
49,110P04149,10:45,65.9
49,110P04149,11:00,64.6
49,110P04149,11:15,64.2
49,110P04149,11:30,60.6
49,110P04149,11:45,67.7
49,110P04149,12:00,67.3
49,110P04149,12:15,67.3
49,110P04149,12:30,65.7
49,110P04149,12:45,40.9
49,110P04149,13:00,12.6
49,110P04149,13:15,11.7
49,110P04149,13:30,15.7
49,110P04149,13:45,41.1
49,110P04149,14:00,20.4
49,110P04149,14:15,33.2
49,110P04149,14:30,15.5
49,110P04149,14:45,25.7
49,110P04149,15:00,17.1
49,110P04149,15:15,17.4
49,110P04149,15:30,29.3
49,110P04149,15:45,55.3
49,110P04149,16:00,67.6
49,110P04149,16:15,66.4
49,110P04149,16:30,64.5
49,110P04149,16:45,64.5
49,110P04149,17:00,65.9
49,110P04149,17:15,67.3
49,110P04149,17:30,63.2
49,110P04149,17:45,65.2
49,110P04149,18:00,63.9
49,110P04149,18:15,68.3
49,110P04149,18:30,71.9
49,110P04149,18:45,71.2
49,110P04149,19:00,69.6
49,110P04149,19:15,69.1
49,110P04149,19:30,67.7
49,110P04149,19:45,64.2
49,110P04149,20:00,63.9
